code,description
X0692,"Exposure to ignition or melting of other clothing and apparel, unspecified place, while working for income"
X0693,"Exposure to ignition or melting of other clothing and apparel, unspecified place, while engaged in other types of work"
X0694,"Exposure to ignition or melting of other clothing and apparel, unspecified place, while resting, sleeping, eating or engaging in other vital activities"
X0698,"Exposure to ignition or melting of other clothing and apparel, unspecified place, while engaged in other specified activities"
X0699,"Exposure to ignition or melting of other clothing and apparel, unspecified place, during unspecified activity"
X08,"Exposure to other specified smoke, fire and flames"
X080,"Exposure to other specified smoke, fire and flames, home"
X0800,"Exposure to other specified smoke, fire and flames, home, while engaged in sports activity"
X0801,"Exposure to other specified smoke, fire and flames, home, while engaged in leisure activity"
X0802,"Exposure to other specified smoke, fire and flames, home, while working for income"
X0803,"Exposure to other specified smoke, fire and flames, home, while engaged in other types of work"
X0804,"Exposure to other specified smoke, fire and flames, home, while resting, sleeping, eating or engaging in other vital activities"
X0808,"Exposure to other specified smoke, fire and flames, home, while engaged in other specified activities"
X0809,"Exposure to other specified smoke, fire and flames, home, during unspecified activity"
X081,"Exposure to other specified smoke, fire and flames, residential institution"
X0810,"Exposure to other specified smoke, fire and flames, residential institution, while engaged in sports activity"
X0811,"Exposure to other specified smoke, fire and flames, residential institution, while engaged in leisure activity"
X0812,"Exposure to other specified smoke, fire and flames, residential institution, while working for income"
X0813,"Exposure to other specified smoke, fire and flames, residential institution, while engaged in other types of work"
X0814,"Exposure to other specified smoke, fire and flames, residential institution, while resting, sleeping, eating or engaging in other vital activities"
